sales_agent,product,account,deal_stage,engage_date,close_date,close_value
Gladys Colclough,GTXPro,Rundofase,Lost,2017-10-17,2017-10-23,0.0
Jonathan Berthelot,GTXPro,Stanredtax,Won,2017-10-17,2017-10-19,5046.0
Kami Bicknell,GTX Plus Basic,unknown,Engaging,2017-10-17,,472.0
Kami Bicknell,GTXPro,unknown,Engaging,2017-10-17,,472.0
Markita Hansen,GTX Basic,Hatfan,Lost,2017-10-17,2017-10-23,0.0
Markita Hansen,MG Special,Goodsilron,Lost,2017-10-17,2017-10-26,0.0
Markita Hansen,MG Special,Nam-zim,Lost,2017-10-17,2017-10-26,0.0
Marty Freudenburg,MG Special,dambase,Won,2017-10-17,2017-10-26,64.0
Versie Hillebrand,MG Special,Betatech,Won,2017-10-17,2017-10-27,54.0
Vicki Laflamme,MG Special,Xx-holding,Won,2017-10-17,2017-10-26,68.0
Violet Mclelland,GTX Plus Basic,Betasoloin,Lost,2017-10-17,2017-10-18,0.0
Violet Mclelland,MG Special,The New York Inquirer,Lost,2017-10-17,2017-10-18,0.0
Wilburn Farren,MG Special,Massive Dynamic,Lost,2017-10-17,2017-10-19,0.0
Zane Levy,GTX Plus Basic,Kan-code,Won,2017-10-17,2017-12-10,1129.0
Cassey Cress,MG Advanced,The New York Inquirer,Lost,2017-10-18,2017-10-19,0.0
Cecily Lampkin,GTX Plus Basic,Inity,Won,2017-10-18,2017-10-20,1200.0
Cecily Lampkin,MG Advanced,Globex Corporation,Won,2017-10-18,2017-12-19,3164.0
Corliss Cosme,GTX Plus Basic,Konex,Lost,2017-10-18,2017-10-25,0.0
Corliss Cosme,MG Advanced,Zotware,Won,2017-10-18,2017-10-26,3225.0
Daniell Hammack,GTX Plus Basic,Massive Dynamic,Lost,2017-10-18,2017-11-05,0.0
Darcel Schlecht,GTXPro,Rangreen,Won,2017-10-18,2017-10-20,4130.0
Donn Cantrell,GTX Basic,Bluth Company,Lost,2017-10-18,2017-10-24,0.0
Donn Cantrell,GTXPro,Donware,Lost,2017-10-18,2017-11-29,0.0
Elease Gluck,MG Special,Singletechno,Won,2017-10-18,2017-10-20,47.0
Garret Kinder,GTX Plus Pro,Konex,Won,2017-10-18,2017-10-25,4751.0
Gladys Colclough,MG Advanced,Konmatfix,Lost,2017-10-18,2017-10-24,0.0
Hayden Neloms,MG Advanced,Green-Plus,Lost,2017-10-18,2017-10-19,0.0
Hayden Neloms,MG Special,Y-corporation,Won,2017-10-18,2017-12-20,51.0
Hayden Neloms,MG Advanced,Singletechno,Won,2017-10-18,2017-10-22,3696.0
Kami Bicknell,GTXPro,Plexzap,Lost,2017-10-18,2017-10-26,0.0
Kami Bicknell,MG Advanced,Groovestreet,Won,2017-10-18,2017-10-24,3536.0
Kary Hendrixson,GTX Basic,Dalttechnology,Lost,2017-10-18,2017-11-22,0.0
Kary Hendrixson,MG Special,Nam-zim,Lost,2017-10-18,2017-11-05,0.0
Kary Hendrixson,MG Special,Plusstrip,Won,2017-10-18,2017-12-17,59.0
Lajuana Vencill,GTX Basic,Funholding,Won,2017-10-18,2017-10-20,474.0
Marty Freudenburg,MG Special,Bioholding,Won,2017-10-18,2017-10-30,43.0
Marty Freudenburg,MG Special,Hottechi,Won,2017-10-18,2017-12-19,60.0
Niesha Huffines,GTX Basic,Treequote,Lost,2017-10-18,2017-10-29,0.0
Niesha Huffines,GTX Basic,Ron-tech,Won,2017-10-18,2017-10-27,461.0
Reed Clapper,GTX Plus Basic,Xx-zobam,Lost,2017-10-18,2017-12-11,0.0
Reed Clapper,MG Special,Gekko & Co,Won,2017-10-18,2017-10-19,54.0
Rosalina Dieter,MG Special,unknown,Engaging,2017-10-18,,472.0
Rosalina Dieter,MG Special,Plusstrip,Lost,2017-10-18,2017-12-02,0.0
Rosie Papadopoulos,GTX Plus Basic,Umbrella Corporation,Lost,2017-10-18,2017-10-25,0.0
Rosie Papadopoulos,MG Special,Initech,Lost,2017-10-18,2017-10-28,0.0
Vicki Laflamme,GTX Basic,Doncon,Lost,2017-10-18,2017-12-31,0.0
Vicki Laflamme,MG Advanced,Hottechi,Lost,2017-10-18,2017-10-24,0.0
Vicki Laflamme,MG Advanced,Rantouch,Won,2017-10-18,2017-10-27,3363.0
Anna Snelling,GTX Plus Basic,Hottechi,Won,2017-10-19,2017-10-30,1089.0
Cassey Cress,GTXPro,Opentech,Lost,2017-10-19,2017-10-31,0.0
Cassey Cress,GTX Plus Basic,Acme Corporation,Won,2017-10-19,2017-10-21,1096.0
Cecily Lampkin,MG Special,Ron-tech,Won,2017-10-19,2017-10-29,62.0
Corliss Cosme,MG Advanced,Kan-code,Lost,2017-10-19,2017-12-26,0.0
Corliss Cosme,GTX Plus Basic,Konex,Won,2017-10-19,2017-10-21,1105.0
Daniell Hammack,GTXPro,Bluth Company,Lost,2017-10-19,2017-10-28,0.0
Daniell Hammack,GTXPro,Bioplex,Won,2017-10-19,2017-10-24,4353.0
Darcel Schlecht,GTXPro,Finhigh,Lost,2017-10-19,2017-10-28,0.0
Darcel Schlecht,GTX Plus Pro,Warephase,Won,2017-10-19,2017-10-27,6276.0
Darcel Schlecht,GTXPro,Betatech,Won,2017-10-19,2017-10-27,4688.0
Garret Kinder,GTX Basic,Ontomedia,Lost,2017-10-19,2017-10-26,0.0
Garret Kinder,MG Advanced,Opentech,Won,2017-10-19,2017-11-01,3422.0
Gladys Colclough,MG Special,Hottechi,Lost,2017-10-19,2017-10-20,0.0
Gladys Colclough,GTXPro,Inity,Won,2017-10-19,2017-12-09,5192.0
Hayden Neloms,GTX Plus Basic,Hottechi,Won,2017-10-19,2017-10-28,1226.0
Hayden Neloms,GTX Plus Pro,J-Texon,Won,2017-10-19,2017-10-25,4552.0
James Ascencio,GTX Plus Pro,unknown,Engaging,2017-10-19,,472.0
James Ascencio,GTX Plus Pro,Xx-holding,Won,2017-10-19,2017-10-26,5569.0
James Ascencio,GTXPro,Fasehatice,Won,2017-10-19,2017-10-20,4389.0
Jonathan Berthelot,GTX Plus Pro,Hottechi,Lost,2017-10-19,2017-11-01,0.0
Kami Bicknell,GTXPro,unknown,Engaging,2017-10-19,,472.0
Kary Hendrixson,MG Advanced,unknown,Engaging,2017-10-19,,472.0
Lajuana Vencill,MG Advanced,Globex Corporation,Lost,2017-10-19,2017-10-21,0.0
Lajuana Vencill,GTX Basic,Ron-tech,Won,2017-10-19,2017-10-26,451.0
Markita Hansen,MG Special,unknown,Engaging,2017-10-19,,472.0
Markita Hansen,MG Special,unknown,Engaging,2017-10-19,,472.0
Markita Hansen,MG Advanced,Plexzap,Lost,2017-10-19,2017-11-28,0.0
Markita Hansen,GTX Basic,Goodsilron,Won,2017-10-19,2017-10-21,553.0
Marty Freudenburg,GTXPro,Scottech,Lost,2017-10-19,2017-10-29,0.0
Maureen Marcano,GTX Plus Basic,unknown,Engaging,2017-10-19,,472.0
Maureen Marcano,GTX Basic,Blackzim,Won,2017-10-19,2017-11-01,524.0
Reed Clapper,MG Advanced,Plussunin,Lost,2017-10-19,2017-10-21,0.0
Versie Hillebrand,GTX Plus Basic,Ron-tech,Lost,2017-10-19,2017-10-31,0.0
Versie Hillebrand,MG Special,Inity,Won,2017-10-19,2017-10-27,53.0
Versie Hillebrand,MG Advanced,Statholdings,Won,2017-10-19,2017-10-20,2749.0
Vicki Laflamme,GTXPro,J-Texon,Lost,2017-10-19,2017-10-26,0.0
Vicki Laflamme,GTXPro,Rantouch,Lost,2017-10-19,2017-10-21,0.0
Vicki Laflamme,GTX Plus Pro,Groovestreet,Won,2017-10-19,2017-10-20,5368.0
Wilburn Farren,GTXPro,Kan-code,Won,2017-10-19,2017-12-25,4734.0
Wilburn Farren,MG Advanced,Condax,Won,2017-10-19,2017-12-16,3089.0
Anna Snelling,MG Advanced,Dontechi,Lost,2017-10-20,2017-10-21,0.0
Anna Snelling,MG Special,Gogozoom,Won,2017-10-20,2017-10-30,54.0
Cassey Cress,GTXPro,Silis,Won,2017-10-20,2017-10-27,4345.0
Cecily Lampkin,MG Advanced,Warephase,Won,2017-10-20,2017-10-27,3848.0
Corliss Cosme,GTXPro,Initech,Won,2017-10-20,2017-10-26,4287.0
Darcel Schlecht,GTXPro,Codehow,Won,2017-10-20,2017-10-27,4435.0
Darcel Schlecht,GTXPro,Stanredtax,Won,2017-10-20,2017-10-28,4699.0
Gladys Colclough,GTX Plus Pro,Cancity,Lost,2017-10-20,2017-10-24,0.0
Gladys Colclough,MG Special,Genco Pura Olive Oil Company,Lost,2017-10-20,2017-10-22,0.0
Gladys Colclough,MG Special,Stanredtax,Won,2017-10-20,2017-10-30,60.0
Hayden Neloms,GTX Plus Pro,Hatfan,Won,2017-10-20,2017-10-21,6026.0
James Ascencio,GTX Plus Pro,Golddex,Lost,2017-10-20,2017-10-27,0.0
James Ascencio,GTX Plus Pro,Newex,Won,2017-10-20,2017-12-25,5095.0
Kami Bicknell,GTX Basic,Fasehatice,Engaging,2017-10-20,,472.0
Kami Bicknell,GTX Basic,Sunnamplex,Won,2017-10-20,2017-12-16,565.0
Maureen Marcano,GTX Plus Pro,Y-corporation,Won,2017-10-20,2017-12-22,5883.0
Niesha Huffines,GTX Plus Basic,Funholding,Won,2017-10-20,2017-12-12,1135.0
Reed Clapper,GTX Plus Basic,Konex,Won,2017-10-20,2017-12-21,903.0
Rosie Papadopoulos,GTXPro,Konex,Engaging,2017-10-20,,472.0
Vicki Laflamme,MG Special,Green-Plus,Lost,2017-10-20,2017-10-27,0.0
Vicki Laflamme,MG Special,Lexiqvolax,Lost,2017-10-20,2017-10-28,0.0
Vicki Laflamme,MG Special,Dalttechnology,Won,2017-10-20,2017-11-03,48.0
Zane Levy,GTX Plus Pro,Hatfan,Won,2017-10-20,2017-10-30,5388.0
Zane Levy,GTXPro,Plexzap,Won,2017-10-20,2017-10-27,4109.0
Anna Snelling,GTX Plus Basic,dambase,Lost,2017-10-21,2017-10-23,0.0
Anna Snelling,MG Special,Ron-tech,Lost,2017-10-21,2017-10-27,0.0
Anna Snelling,GTX Plus Pro,Codehow,Won,2017-10-21,2017-12-16,5543.0
Cassey Cress,GTX Plus Basic,Donware,Lost,2017-10-21,2017-11-29,0.0
Cecily Lampkin,GTX Plus Basic,Streethex,Lost,2017-10-21,2017-10-28,0.0
Cecily Lampkin,MG Advanced,Genco Pura Olive Oil Company,Lost,2017-10-21,2017-10-27,0.0
Darcel Schlecht,GTXPro,Bioholding,Lost,2017-10-21,2017-10-31,0.0
Darcel Schlecht,GTXPro,Statholdings,Won,2017-10-21,2017-10-29,4732.0
Darcel Schlecht,MG Special,Codehow,Won,2017-10-21,2017-11-07,55.0
Donn Cantrell,GTX Basic,Xx-zobam,Lost,2017-10-21,2017-10-30,0.0
Donn Cantrell,GTX Plus Pro,The New York Inquirer,Lost,2017-10-21,2017-10-29,0.0
Gladys Colclough,MG Special,Konmatfix,Won,2017-10-21,2017-10-30,52.0
Jonathan Berthelot,GTX Basic,Genco Pura Olive Oil Company,Lost,2017-10-21,2017-10-22,0.0
Kami Bicknell,GTX Basic,Doncon,Lost,2017-10-21,2017-12-14,0.0
Kary Hendrixson,GTX Basic,Cheers,Lost,2017-10-21,2017-10-23,0.0
Kary Hendrixson,GTX Basic,Labdrill,Won,2017-10-21,2017-10-27,575.0
Maureen Marcano,GTX Basic,Green-Plus,Lost,2017-10-21,2017-10-30,0.0
Niesha Huffines,MG Special,Domzoom,Lost,2017-10-21,2017-11-01,0.0
Reed Clapper,MG Advanced,Plussunin,Won,2017-10-21,2017-10-29,3612.0
Violet Mclelland,MG Special,Zathunicon,Lost,2017-10-21,2017-10-25,0.0
Wilburn Farren,GTXPro,Iselectrics,Won,2017-10-21,2017-12-15,4970.0
Wilburn Farren,MG Advanced,Ganjaflex,Won,2017-10-21,2017-10-31,2995.0
Boris Faz,GTX Basic,Zathunicon,Won,2017-10-22,2017-12-30,546.0
Boris Faz,GTX Plus Basic,Gekko & Co,Won,2017-10-22,2017-12-20,1184.0
Cassey Cress,GTX Plus Pro,Plussunin,Won,2017-10-22,2017-10-24,5500.0
Cecily Lampkin,MG Advanced,Domzoom,Won,2017-10-22,2017-10-24,3616.0
Corliss Cosme,GTK 500,Kan-code,Lost,2017-10-22,2017-11-30,0.0
Daniell Hammack,MG Advanced,Mathtouch,Lost,2017-10-22,2017-10-26,0.0
Darcel Schlecht,GTX Plus Basic,Rundofase,Won,2017-10-22,2017-12-29,1087.0
Darcel Schlecht,GTXPro,Inity,Won,2017-10-22,2017-10-30,3578.0
Elease Gluck,GTX Basic,Finjob,Won,2017-10-22,2017-10-29,544.0
Elease Gluck,MG Advanced,Dalttechnology,Won,2017-10-22,2017-10-29,3082.0
Elease Gluck,MG Advanced,Hottechi,Won,2017-10-22,2017-10-24,3450.0
Garret Kinder,GTXPro,Kan-code,Won,2017-10-22,2017-10-29,5360.0
James Ascencio,GTXPro,Cheers,Won,2017-10-22,2017-11-01,4991.0
James Ascencio,MG Advanced,Cheers,Won,2017-10-22,2017-10-30,3294.0
Jonathan Berthelot,GTX Plus Basic,Conecom,Lost,2017-10-22,2017-10-30,0.0
Markita Hansen,GTX Plus Basic,Rantouch,Won,2017-10-22,2017-10-31,981.0
Marty Freudenburg,GTX Plus Basic,Isdom,Lost,2017-10-22,2017-11-03,0.0
Marty Freudenburg,GTX Plus Pro,Streethex,Won,2017-10-22,2017-10-23,6233.0
Marty Freudenburg,MG Special,Domzoom,Won,2017-10-22,2017-11-28,55.0
Niesha Huffines,MG Special,Globex Corporation,Lost,2017-10-22,2017-10-28,0.0
Niesha Huffines,GTX Plus Pro,Conecom,Won,2017-10-22,2017-12-10,6142.0
Rosalina Dieter,GTX Basic,unknown,Engaging,2017-10-22,,472.0
Rosalina Dieter,MG Special,Golddex,Lost,2017-10-22,2017-10-29,0.0
Rosie Papadopoulos,GTX Plus Basic,Umbrella Corporation,Lost,2017-10-22,2017-12-06,0.0
Vicki Laflamme,GTXPro,Hatfan,Won,2017-10-22,2017-10-28,5190.0
Cassey Cress,MG Advanced,Initech,Lost,2017-10-23,2017-10-25,0.0
Cassey Cress,GTX Plus Basic,Gekko & Co,Won,2017-10-23,2017-11-01,1027.0
Darcel Schlecht,GTX Plus Basic,Dontechi,Won,2017-10-23,2017-10-31,1237.0
Darcel Schlecht,GTX Plus Basic,Streethex,Won,2017-10-23,2017-10-29,965.0
Darcel Schlecht,GTXPro,Inity,Won,2017-10-23,2017-11-03,5729.0
Darcel Schlecht,GTXPro,Isdom,Won,2017-10-23,2017-10-24,5685.0
Darcel Schlecht,GTXPro,Rundofase,Won,2017-10-23,2017-10-26,4024.0
Donn Cantrell,GTX Basic,Silis,Won,2017-10-23,2017-12-12,511.0
Elease Gluck,GTX Plus Pro,Sonron,Lost,2017-10-23,2017-10-30,0.0
Garret Kinder,GTXPro,Ontomedia,Lost,2017-10-23,2017-11-04,0.0
Gladys Colclough,MG Advanced,Stanredtax,Lost,2017-10-23,2017-10-24,0.0
Kary Hendrixson,GTX Plus Pro,Rangreen,Engaging,2017-10-23,,472.0
Kary Hendrixson,GTXPro,Y-corporation,Won,2017-10-23,2017-11-05,4382.0
Marty Freudenburg,GTX Plus Basic,Funholding,Lost,2017-10-23,2017-11-19,0.0
Marty Freudenburg,GTX Plus Pro,Treequote,Won,2017-10-23,2017-10-30,5516.0
Versie Hillebrand,GTX Plus Pro,Finhigh,Lost,2017-10-23,2017-11-06,0.0
Vicki Laflamme,GTX Plus Pro,unknown,Engaging,2017-10-23,,472.0
Vicki Laflamme,GTXPro,Rantouch,Lost,2017-10-23,2017-10-24,0.0
Vicki Laflamme,MG Special,Condax,Won,2017-10-23,2017-12-28,51.0
Zane Levy,GTX Plus Basic,Groovestreet,Lost,2017-10-23,2017-10-28,0.0
Zane Levy,GTX Plus Basic,Kan-code,Won,2017-10-23,2017-10-31,1195.0
Boris Faz,GTX Plus Basic,Mathtouch,Lost,2017-10-24,2017-10-26,0.0
Cassey Cress,GTX Plus Pro,Silis,Lost,2017-10-24,2017-10-25,0.0
Cassey Cress,MG Advanced,Kinnamplus,Won,2017-10-24,2017-11-02,3588.0
Corliss Cosme,MG Special,unknown,Engaging,2017-10-24,,472.0
Daniell Hammack,GTX Plus Basic,Massive Dynamic,Lost,2017-10-24,2017-10-29,0.0
Darcel Schlecht,GTX Plus Basic,Codehow,Lost,2017-10-24,2017-11-08,0.0
Darcel Schlecht,GTXPro,Stanredtax,Won,2017-10-24,2017-12-01,5542.0
James Ascencio,MG Advanced,Finjob,Won,2017-10-24,2017-12-31,3296.0
Jonathan Berthelot,GTX Plus Basic,Domzoom,Lost,2017-10-24,2017-10-25,0.0
Jonathan Berthelot,GTX Basic,Betatech,Won,2017-10-24,2017-10-29,519.0
Jonathan Berthelot,GTX Plus Basic,Betatech,Won,2017-10-24,2017-10-25,1243.0
Kami Bicknell,MG Advanced,Fasehatice,Lost,2017-10-24,2017-10-26,0.0
Lajuana Vencill,GTX Plus Basic,Ron-tech,Won,2017-10-24,2017-10-31,1133.0
Marty Freudenburg,GTX Basic,Hottechi,Lost,2017-10-24,2017-12-24,0.0
Marty Freudenburg,MG Advanced,Genco Pura Olive Oil Company,Lost,2017-10-24,2017-12-29,0.0
Maureen Marcano,GTX Plus Pro,Dalttechnology,Won,2017-10-24,2017-11-10,4945.0
Versie Hillebrand,MG Advanced,Treequote,Lost,2017-10-24,2017-10-30,0.0
Vicki Laflamme,GTX Basic,Cheers,Won,2017-10-24,2017-10-26,535.0
Wilburn Farren,GTX Basic,unknown,Engaging,2017-10-24,,472.0
Zane Levy,MG Advanced,Zoomit,Lost,2017-10-24,2017-11-07,0.0
Anna Snelling,MG Special,Cancity,Won,2017-10-25,2017-11-26,59.0
Corliss Cosme,GTX Basic,unknown,Engaging,2017-10-25,,472.0
Daniell Hammack,GTX Basic,Condax,Won,2017-10-25,2017-10-27,526.0
Donn Cantrell,GTX Basic,Acme Corporation,Won,2017-10-25,2017-11-05,586.0
Gladys Colclough,MG Advanced,Scottech,Lost,2017-10-25,2017-10-27,0.0
Jonathan Berthelot,GTXPro,Rundofase,Won,2017-10-25,2017-11-10,4356.0
Markita Hansen,GTX Basic,Condax,Won,2017-10-25,2017-10-26,566.0
Maureen Marcano,MG Advanced,unknown,Engaging,2017-10-25,,472.0
Moses Frase,GTX Basic,Hottechi,Won,2017-10-25,2017-12-30,537.0
Violet Mclelland,MG Special,The New York Inquirer,Won,2017-10-25,2017-12-21,47.0
Zane Levy,GTX Basic,Condax,Won,2017-10-25,2017-11-03,447.0
Anna Snelling,GTX Plus Basic,Domzoom,Won,2017-10-26,2017-10-27,1103.0
Anna Snelling,MG Special,Finhigh,Won,2017-10-26,2017-12-28,57.0
Cassey Cress,GTX Basic,Betasoloin,Lost,2017-10-26,2017-11-06,0.0
Cecily Lampkin,GTX Plus Pro,Hottechi,Lost,2017-10-26,2017-11-24,0.0
Corliss Cosme,GTXPro,Ontomedia,Won,2017-10-26,2017-11-04,4525.0
Darcel Schlecht,GTXPro,Isdom,Lost,2017-10-26,2017-10-30,0.0
Darcel Schlecht,GTXPro,Zumgoity,Lost,2017-10-26,2017-10-27,0.0
Elease Gluck,GTX Basic,Fasehatice,Won,2017-10-26,2017-10-28,504.0
Gladys Colclough,GTXPro,Dontechi,Lost,2017-10-26,2017-10-27,0.0
Marty Freudenburg,GTXPro,Scottech,Won,2017-10-26,2017-10-31,4377.0
Marty Freudenburg,MG Advanced,Betatech,Won,2017-10-26,2017-10-27,3353.0
Maureen Marcano,GTX Plus Pro,Kan-code,Lost,2017-10-26,2017-10-31,0.0
Maureen Marcano,MG Special,Fasehatice,Won,2017-10-26,2017-11-03,50.0
Niesha Huffines,GTX Basic,Conecom,Lost,2017-10-26,2017-10-30,0.0
Vicki Laflamme,GTX Basic,unknown,Engaging,2017-10-26,,472.0
Vicki Laflamme,GTX Basic,Blackzim,Lost,2017-10-26,2017-10-28,0.0
Vicki Laflamme,GTX Basic,Groovestreet,Lost,2017-10-26,2017-10-27,0.0
Vicki Laflamme,MG Advanced,Sunnamplex,Lost,2017-10-26,2017-11-04,0.0
Violet Mclelland,GTX Basic,Ganjaflex,Lost,2017-10-26,2017-10-31,0.0
Violet Mclelland,GTX Basic,Zencorporation,Lost,2017-10-26,2017-10-28,0.0
Zane Levy,GTXPro,Gogozoom,Engaging,2017-10-26,,472.0
Anna Snelling,GTX Plus Pro,Rundofase,Won,2017-10-27,2017-12-07,5269.0
Boris Faz,GTXPro,Bioplex,Won,2017-10-27,2017-10-28,5275.0
Cassey Cress,GTX Plus Pro,Xx-zobam,Lost,2017-10-27,2017-10-29,0.0
Cecily Lampkin,MG Advanced,Conecom,Lost,2017-10-27,2017-11-07,0.0
Corliss Cosme,GTX Basic,Mathtouch,Won,2017-10-27,2017-10-29,601.0
Darcel Schlecht,GTK 500,Treequote,Lost,2017-10-27,2017-11-10,0.0
Darcel Schlecht,MG Special,Finhigh,Won,2017-10-27,2017-12-29,53.0
Elease Gluck,MG Special,Groovestreet,Won,2017-10-27,2017-11-10,46.0
James Ascencio,GTXPro,Hatfan,Lost,2017-10-27,2017-10-29,0.0
Jonathan Berthelot,GTX Basic,Treequote,Won,2017-10-27,2017-10-29,538.0
Kami Bicknell,MG Special,Plexzap,Won,2017-10-27,2017-12-15,53.0
Lajuana Vencill,MG Advanced,Dontechi,Won,2017-10-27,2017-11-03,3296.0
Markita Hansen,GTX Basic,Doncon,Lost,2017-10-27,2017-10-28,0.0
Marty Freudenburg,MG Advanced,Isdom,Won,2017-10-27,2017-11-07,3561.0
Maureen Marcano,GTX Plus Pro,Singletechno,Won,2017-10-27,2017-11-06,5655.0
Moses Frase,GTX Basic,Domzoom,Won,2017-10-27,2017-12-14,656.0
Reed Clapper,MG Advanced,Donquadtech,Won,2017-10-27,2017-11-05,3258.0
Rosalina Dieter,GTX Basic,Goodsilron,Won,2017-10-27,2017-11-12,577.0
Versie Hillebrand,MG Special,Statholdings,Won,2017-10-27,2017-10-28,50.0
Vicki Laflamme,GTX Basic,Lexiqvolax,Lost,2017-10-27,2017-10-29,0.0
Anna Snelling,MG Special,dambase,Won,2017-10-28,2017-10-29,66.0
Corliss Cosme,GTX Plus Basic,Gekko & Co,Won,2017-10-28,2017-11-12,1079.0
Darcel Schlecht,MG Advanced,Conecom,Lost,2017-10-28,2017-10-29,0.0
Donn Cantrell,MG Advanced,Donquadtech,Lost,2017-10-28,2017-11-03,0.0
Elease Gluck,GTK 500,Cheers,Won,2017-10-28,2017-10-29,27971.0
Kami Bicknell,GTX Plus Pro,unknown,Engaging,2017-10-28,,472.0
Kary Hendrixson,GTX Basic,Xx-holding,Engaging,2017-10-28,,472.0
Markita Hansen,GTX Basic,Y-corporation,Won,2017-10-28,2017-11-11,598.0
Versie Hillebrand,MG Special,Statholdings,Lost,2017-10-28,2017-10-29,0.0
Vicki Laflamme,GTXPro,J-Texon,Lost,2017-10-28,2017-10-29,0.0
Violet Mclelland,MG Special,Bluth Company,Won,2017-10-28,2017-11-14,61.0
Zane Levy,GTX Basic,Rantouch,Lost,2017-10-28,2017-11-07,0.0
Zane Levy,MG Advanced,Plusstrip,Won,2017-10-28,2017-11-12,3082.0
Cassey Cress,GTX Basic,Gekko & Co,Lost,2017-10-29,2017-11-12,0.0
Corliss Cosme,GTX Plus Pro,Ontomedia,Won,2017-10-29,2017-11-11,5646.0
Darcel Schlecht,MG Advanced,Codehow,Lost,2017-10-29,2017-11-04,0.0
Darcel Schlecht,GTXPro,Codehow,Won,2017-10-29,2017-10-30,4733.0
Gladys Colclough,MG Advanced,Cancity,Won,2017-10-29,2017-12-30,2931.0
Jonathan Berthelot,MG Special,Bioholding,Won,2017-10-29,2017-10-31,62.0
Rosie Papadopoulos,MG Advanced,Konex,Lost,2017-10-29,2017-11-03,0.0
Zane Levy,GTXPro,Green-Plus,Won,2017-10-29,2017-10-31,4178.0
Cassey Cress,GTXPro,Kinnamplus,Won,2017-10-30,2017-11-04,5239.0
Daniell Hammack,GTX Plus Basic,Acme Corporation,Engaging,2017-10-30,,472.0
Gladys Colclough,GTX Basic,Treequote,Won,2017-10-30,2017-11-11,539.0
Hayden Neloms,MG Special,unknown,Engaging,2017-10-30,,472.0
Jonathan Berthelot,GTX Plus Basic,Rangreen,Won,2017-10-30,2017-10-31,973.0
Lajuana Vencill,MG Special,Statholdings,Lost,2017-10-30,2017-10-31,0.0
Reed Clapper,GTX Plus Pro,Ganjaflex,Lost,2017-10-30,2017-10-31,0.0
Vicki Laflamme,GTX Basic,Konex,Won,2017-10-30,2017-11-04,622.0
Zane Levy,GTX Plus Basic,Sunnamplex,Lost,2017-10-30,2017-11-15,0.0
Anna Snelling,MG Special,Isdom,Lost,2017-10-31,2017-11-10,0.0
Boris Faz,MG Advanced,Condax,Won,2017-10-31,2017-11-07,4172.0
Cassey Cress,GTXPro,Umbrella Corporation,Won,2017-10-31,2017-11-14,4529.0
Cassey Cress,MG Advanced,Konex,Won,2017-10-31,2017-12-10,2695.0
Darcel Schlecht,GTXPro,Cancity,Lost,2017-10-31,2017-12-22,0.0
Darcel Schlecht,GTXPro,Conecom,Lost,2017-10-31,2017-11-10,0.0
Donn Cantrell,GTX Basic,Ganjaflex,Won,2017-10-31,2017-11-09,486.0
Donn Cantrell,GTX Basic,Plussunin,Won,2017-10-31,2017-11-08,450.0
Elease Gluck,MG Special,unknown,Engaging,2017-10-31,,472.0
Elease Gluck,MG Special,Finjob,Lost,2017-10-31,2017-11-09,0.0
Garret Kinder,GTX Plus Pro,Ontomedia,Won,2017-10-31,2017-11-08,6818.0
Gladys Colclough,MG Advanced,Condax,Won,2017-10-31,2017-12-21,3298.0
James Ascencio,GTXPro,unknown,Engaging,2017-10-31,,472.0
Kami Bicknell,GTX Plus Pro,Goodsilron,Won,2017-10-31,2017-11-09,5512.0
Kami Bicknell,GTX Plus Pro,Kan-code,Won,2017-10-31,2017-11-07,4742.0
Kary Hendrixson,GTX Basic,Y-corporation,Won,2017-10-31,2017-11-02,653.0
Lajuana Vencill,GTX Plus Basic,Conecom,Lost,2017-10-31,2017-11-10,0.0
Markita Hansen,MG Advanced,Dalttechnology,Won,2017-10-31,2017-11-11,4058.0
Reed Clapper,GTX Basic,Condax,Won,2017-10-31,2017-11-01,553.0
Rosie Papadopoulos,GTX Plus Pro,Xx-zobam,Lost,2017-10-31,2017-11-07,0.0
Vicki Laflamme,MG Special,Kan-code,Lost,2017-10-31,2017-11-03,0.0
Wilburn Farren,GTX Plus Pro,unknown,Engaging,2017-10-31,,472.0
Cassey Cress,GTX Plus Basic,Kan-code,Lost,2017-11-01,2017-11-13,0.0
Cecily Lampkin,GTX Plus Pro,Globex Corporation,Lost,2017-11-01,2017-11-15,0.0
Cecily Lampkin,GTX Plus Pro,Isdom,Won,2017-11-01,2017-12-22,5504.0
Gladys Colclough,MG Special,Betatech,Won,2017-11-01,2017-11-05,53.0
Jonathan Berthelot,GTX Basic,Treequote,Lost,2017-11-01,2017-11-17,0.0
Kami Bicknell,MG Advanced,Fasehatice,Won,2017-11-01,2017-11-06,3064.0
Maureen Marcano,MG Advanced,Rantouch,Won,2017-11-01,2017-11-14,2866.0
Vicki Laflamme,GTX Basic,Goodsilron,Lost,2017-11-01,2017-11-06,0.0
Vicki Laflamme,GTX Plus Pro,Xx-holding,Lost,2017-11-01,2017-11-10,0.0
Vicki Laflamme,GTX Plus Basic,Lexiqvolax,Won,2017-11-01,2017-11-10,960.0
Vicki Laflamme,MG Special,Nam-zim,Won,2017-11-01,2017-11-02,55.0
Violet Mclelland,MG Special,unknown,Engaging,2017-11-01,,472.0
Boris Faz,GTXPro,Donquadtech,Won,2017-11-02,2017-11-07,4155.0
Corliss Cosme,MG Special,unknown,Engaging,2017-11-02,,472.0
